License Type,Business Name,Street Address,Status,City,State,Zip Code,Phone No.,year,LicenceNumber
Public Parking Facility License,LAZ PARKING MIDWEST LLC,1228 N EDDY ST,RENEWED,South Bend,IN,46617,860-522-7641,2022,PBP2022-001
Restaurant (N-Z) License,SUBWAY / GOPAL NANDA INC.,135 E  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-8306,2020,8384RESTZ2020
Alarm Agent License,WALGREEN CO CENTRAL STATION,1411 Lake Cook Rd,RENEWED,DEERFIELD,IL,60015,800-695-9904,2020,5126ALARM2020
Hotel and Motel License,FAIRFIELD INN AND SUITES,1220 E  ANGELA BLVD,RENEWED,SOUTH BEND,IN,466174,574-234-5510,2020,4100HOTEL2020
Restaurant (N-Z) License,SUPER MERCADO ROSALES,1518 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-234-5587,2020,1007RESTZ2020
Restaurant (A-M) License,BELL-MART BP,3627 MCKINLEY AVE,INACTIVE,BREMEN,IN,46506,574-287-9926,2020,3397RESTAM2020
Restaurant (N-Z) License,RENDER KITCHEN & BAR,521 E  JEFFERSON BLVD,EXPIRED,SOUTH BEND,IN,46617,574-239-7777,2022,RST2022-486
Lawn Parking License,1817 OAK PARK DR.,1817 OAK PARK DR.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-018
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S. MICHIGAN ST.,ACTIVE,SOUTH BEND,IN,46613,574-233-9599,2022,TXV2022-011
Secondhand Store License,Muebleria Alejandro,1716 S Michigan St,ACTIVE,South Bend,IN,46613,574-876-8434,2023,SHN2023-018
Restaurant (A-M) License,CULVER'S OF SOUTH BEND,4402 S  MICHIGAN ST,RENEWED,MICHIGAN CITY,IN,46361,574-299-9130,2020,3348RESTAM2020
Restaurant (A-M) License,JEANNIES WHITE HOUSE LLC,1444 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-855-4427,2021,RST2021-092
Restaurant (A-M) License,KING GYROS OR1 LLC,2717 S MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46614,574-231-8983,2023,RST2023-062
Lawn Parking License,515 PEASHWAY ST.,515 PEASHWAY ST.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-031
Scrap Metal Dealer License,Stevie's Enterprises,3109 S GERTRUDE ST,ACTIVE,South Bend,IN,46614,574-383-2071,2023,SCR2023-006
Restaurant (N-Z) License,PRIYA & LUCKY,5307 W WESTERN AVE,RENEWED,South Bend,IN,5307,NA,2020,RST2020-002
Restaurant (A-M) License,Good Shepherd Montessori School,"1101 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",READY2ISSU,South Bend,IN,46617,574-288-0098,2023,RST2023-266
Lawn Parking License,1105 N. ST. LOUIS BLVD.,1105 N. ST. LOUIS BLVD.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-041
Donation Box License,BETTER WORLD BOOKS,1217 E IRELAND RD,RENEWED,MISHAWAKA,IN,46545,888-570-7103,2020,6584DBAC2020
Restaurant (A-M) License,BROTHERS BAR & GRILL,1234 N  EDDY ST,RENEWED,LA CROSSE,WI,54602-1621,574-287-2767,2020,5021RESTAM2020
Restaurant (A-M) License,THE HIDEAWAY AT THE LASALLE,237 N MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-274-0993,2021,RST2021-270
Restaurant (N-Z) License,PITTS BBQ,1526 MISHAWAKA AVE,CLOSED,SOUTH BEND,IN,46615,574-232-0667,2020,RST2020-054
Restaurant (A-M) License,HOPE MINISTRIES,432 S  LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46634,574-235-4150,2020,7210RESTAM2020
Restaurant (A-M) License,MARINE CORPS LEAGUE,"539 PARRY ST, SOUTH BEND, IN, 46617",RENEWED,SOUTH BEND,IN,46617,574-233-0253,2021,RST2021-127
Restaurant (N-Z) License,South Bend Maennerchor Club Inc.,"1606 W WESTERN AVE, SOUTH BEND, IN, 46619",ACTIVE,South Bend,IN,46619,574-288-9343,2023,RST2023-185
Transient Merchant License,"ST JOSEPH CO 4-H FAIR, INC",5117 S  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46614,574-291-4870,2020,956TRANS2020
Restaurant (N-Z) License,THE ORIGINAL PANCAKE HOUSE,1430 N IRONWOOD DR,RENEWED,South Bend,IN,46635,574-232-3220,2022,RST2022-202
Restaurant (A-M) License,LOS ASES MEXICAN FOOD LLC,3622 EDISON RD,INACTIVE,SOUTH BEND,IN,46615,574-383-5546,2022,RST2022-321
Restaurant (A-M) License,Frick’s DQ Grill &Chill,"3907 S MICHIGAN ST, SOUTH BEND, IN, 46614",ACTIVE,South Bend,IN,46614,574-291-2330,2023,RST2023-310
Automotive Repair License,VALVOLINE INSTANT OIL CHANGE,219 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-400-0067,2021,AUT2021-059
Massage Therapist License,SARA E COZORT,2326 Southdale Dr,RENEWED,ELKHART,IN,46517,574-612-8284,2020,5827MSGTEC2020
Restaurant (A-M) License,CHARLIE'S,2334   PRAIRIE AVE,RENEWED,SOUTH BEND,IN,46615,574-247-7800,2020,2373RESTAM2020
Restaurant (N-Z) License,THE EARLY BIRD EATERY,"231 S MICHIGAN ST,  SOUTH BEND,  46601",INACTIVE,SOUTH BEND,IN,46601,574-208-3806,2021,RST2021-118
Restaurant (N-Z) License,TASTE OF MEXICO,2637 W  WESTERN AVE,READY2ISSU,SOUTH BEND,IN,46619,574-232-6960,2021,RST2021-334
Public Parking Facility License,MEMORIAL HOSPITAL - BARTLETT GARAGE,"707 N Michigan St, South Bend, IN 46601",RENEWED,SOUTH BEND,IN,46601,574-647-1472,2020,PBP2020-002
Restaurant (N-Z) License,Studebaker National Museum,"201 CHAPIN ST, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,5742359714,2023,RST2023-201
Restaurant (N-Z) License,ROSALES PLAZA,2812 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-234-4192,2023,RST2023-357
Restaurant (A-M) License,HOOSIER TAP & GRILLE,718 W  INDIANA AVE,RENEWED,SOUTH BEND,IN,46613,574-289-4318,2020,1531RESTAM2020
Restaurant (A-M) License,HEALTHY HAPPIES,2043 E IRELAND RD,ACTIVE,SOUTH BEND,IN,46614,574-323-6951,2023,RST2023-349
Restaurant (A-M) License,MY PLACE ENTERPRISES,1509 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-234-2280,2022,RST2022-301
Restaurant (N-Z) License,SPIRITED LLC,105 E JEFFERSON BLVD,RENEWED,SOUTH BEND,IN,46601,574-406-6946,2022,RST2022-359
Restaurant (A-M) License,FIVE GUYS BURGERS & FRIES,1233 N  EDDY ST,RENEWED,SOUTH BEND,IN,46615,574-234-1800,2020,3622RESTAM2020
Restaurant (N-Z) License,VICKIE'S INC.,112 W MONROE ST,RENEWED,South Bend,IN,46601,574-232-4090,2021,RST2021-180
Mobile Food Vendor (N-Z) 1 Year License,REAL GRILLE FOOD TRUCK,121 Garst St,ACTIVE,SOUTH BEND,IN,46601,574-256-1649,2023,MFV2023-003
Restaurant (N-Z) License,SPEEDWAY #6636,1110 E  IRELAND RD,RENEWED,SPRINGFIELD,OH,45501-1580,574-291-0395,2020,905RESTZ2020
Restaurant (A-M) License,THE EARLY BIRD EATERY,117 E. WAYNE ST.,RENEWED,SOUTH BEND,IN,46601,574-208-3806,2022,RST2022-408
Lawn Parking License,1242 TWYCKENHAM DR.,1242 TWYCKENHAM DR.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-010
Restaurant (A-M) License,MURPHY USA #7430,620 W IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-231-4572,2021,RST2021-248
Alarm Agent License,COMCAST BROADBAND SECURITY LLC,1701 John F Kennedy Blvd,RENEWED,PHILADELPHIA,PA,19103,215-286-3300,2020,5344ALARM2020
Restaurant (A-M) License,LaSalle Kitchen & Tavern,"115 W COLFAX AVE, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,574-288-1174,2023,RST2023-365
Restaurant (A-M) License,Bakers Bar & Grille,"123 N DR. MARTIN LUTHER KING JR DR, SOUTH BEND, IN, 46601",ACTIVE,South Bend,IN,46601,574-234-2000,2023,RST2023-165
Secondhand Store License,"ECOATM, LLC",4526 W  WESTERN AVE,RENEWED,SAN DIEGO,CA,92121,858-766-7250,2020,8280SECOND2020
Restaurant (A-M) License,RETO INC. DBA BOB'S PUB,"1406 PORTAGE AVE, SOUTH BEND, IN, 46616",ACTIVE,SOUTH BEND,IN,46616,574-233-0635,2023,RST2023-211
Restaurant (A-M) License,Junbuggies Grill,525 N. Eddy St.,ACTIVE,South Bend,IN,46617,574-514-7002,2023,RST2023-126
Restaurant (A-M) License,COFFEE AND TEA THYME,1105 NORTHSIDE BLVD,RENEWED,South Bend,IN,46615,260-750-0333,2022,RST2022-114
Restaurant (N-Z) License,THE MAGIC FACTORY LLC,401 E COLFAX AVE,INACTIVE,SOUTH BEND,IN,46617,574-300-9965,2020,RST2020-044
Restaurant (A-M) License,CAFE NAVARRE,101 N MICHIGAN ST,READY2ISSU,SOUTH BEND,IN,46601,574-968-8101,2023,RST2023-136
Lawn Parking License,1126 N. FRANCES,1126 N. FRANCES,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-027
Restaurant (A-M) License,LOS HUMILDES MEXICAN RESTAURAN,4319 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-204-3927,2020,8240RESTAM2020
Restaurant (N-Z) License,SAINT JOSEPH YOUNG MEN'S SOCIETY,408 S GRANT ST,ACTIVE,SOUTH BEND,IN,46619,574-288-3121,2023,RST2023-098
Restaurant (A-M) License,MARINE CORPS LEAGUE,539   PARRY ST,RENEWED,SOUTH BEND,IN,46617,574-233-0253,2020,1475RESTAM2020
Restaurant (A-M) License,CHIVO'S PIZZA LLC,4505 AMERITECH DR,RENEWED,SOUTH BEND,IN,46628,574-273-5000,2022,RST2022-023
Restaurant (A-M) License,The General Deli & Cafe,"609 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",RENEWED,South Bend,IN,46617,574-286-4193,2022,RST2022-102
Donation Box License,BETTER WORLD BOOKS,1404 IVY CT,READY2ISSU,SOUTH BEND,IN,46637,NA,2023,DNB2023-002
Restaurant (A-M) License,Faith Baptist Church,"1002 BLAINE AVE, SOUTH BEND, IN, 46616",RENEWED,South Bend,IN,46616,574-233-6428,2022,RST2022-376
Massage Establishment License,RACHAEL T MASSAGE & ESSENTIAL,616 E COLFAX AVE,RENEWED,SOUTH BEND,IN,46617,574-344-3664,2020,7293MSGEST2020
Restaurant (A-M) License,LINCOLNWAY MINI MART INC.,705 LINCOLN WAY,INACTIVE,SOUTH BEND,IN,46616,574-288-5030,2021,RST2021-259
Restaurant (A-M) License,SAINT HEDWIG MEMORIAL CENTER,331 S  SCOTT ST,RENEWED,SOUTH BEND,IN,46601,574-287-8932,2020,RST2020-074
Public Parking Facility License,Episcopal Cathedral of Saint James,"117 N LAFAYETTE BLVD, SOUTH BEND, IN, 46601",ACTIVE,South Bend,IN,46601,574-232-4837,2023,PBP2023-004
Automotive Repair License,GUTIERREZ AUTO SHOP,1954 PRAIRIE AVE,EXPIRED,SOUTH BEND,IN,46613,574-440-2927,2022,AUT2022-071
Peddlers and Canvassers License,Ivory Mulinde / The Kandi Ladi Show,928 S. Edison Ave.,ACTIVE,South Bend,IN,46619,574-315-1416,2023,PDL2023-004
Restaurant (A-M) License,Arby's #677,"1807 Lincoln Way E, South Bend, Indiana, 46613",RENEWED,South Bend,IN,46613,574-288-6487,2022,RST2022-170
Restaurant (A-M) License,FRYMEEZ,420 LINCOLN WAY W.,READY2ISSU,SOUTH BEND,IN,46601,574-286-6475,2022,RST2022-278
Lawn Parking License,1311 WHITE OAK DR.,1311 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2022,LWN2022-006
Secondhand Store License,MIAMI VILLAGE CONSIGNMENT SHOPPE,2123 MIAMI ST,ACTIVE,SOUTH BEND,IN,46613,574-287-2655,2023,SHN2023-003
Restaurant (A-M) License,CHIPOTLE MEXICAN GRILL #2805,202 W IRELAND RD,RENEWED,South Bend,IN,46614,614-318-2482,2021,RST2021-202
Secondhand Store License,MICHIANA BATTERY,501 E  SAMPLE ST,RENEWED,SOUTH BEND,IN,46601,574-233-2590,2021,SHN2021-001
Restaurant (A-M) License,CHIVO'S PIZZA LLC,4505 AMERITECH DR,RENEWED,SOUTH BEND,IN,46628,574-273-5000,2021,RST2021-416
Automotive Repair License,"Shrader Tire & Oil, Inc.","3160 W YOUNG'S CT, SOUTH BEND, 46614",ACTIVE,SOUTH BEND,IN,46614,574-968-0067,2023,AUT2023-034
Restaurant (A-M) License,FRESH WAY FOOD MART INC.,1827 MIAMI ST,ACTIVE,South Bend,IN,46613,574-703-3430,2023,RST2023-094
Restaurant (A-M) License,INSOMNIA COOKIES,2130   SOUTH BEND AVE,RENEWED,NEWTOWN SQUARE,PA,19073,877-632-6654,2020,8342RESTAM2020
Restaurant (A-M) License,HACIENDA MEXICAN RESTAURANT,4650   MIAMI ST,RENEWED,SOUTH BEND,IN,46635,574-291-2566,2020,724RESTAM2020
Restaurant (A-M) License,CHARLIE'S,2334 PRAIRIE AVE,RENEWED,SOUTH BEND,IN,46614,574-247-7800,2022,RST2022-026
Restaurant (N-Z) License,PIZZA HUT #34116,5113 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-234-5155,2023,RST2023-287
Restaurant (A-M) License,"FIDDLER'S HEARTH, INC",127 N MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-232-2853,2021,RST2021-062
Restaurant (A-M) License,Jimmy John's,138 S. Michigan St.,RENEWED,South Bend,IN,46601,574-246-1020,2022,RST2022-196
Alarm Agent License,ENGINEERED PROTECTION SYSTEMS INC.,750 Front Ave NW,RENEWED,GRAND RAPIDS,MI,49504,616-459-0281,2021,ALR2021-026
Restaurant (N-Z) License,"REAL SERVICES, INC.",121   GARST ST,RENEWED,SOUTH BEND,IN,46634,574-256-1649,2020,3076RESTZ2020
Restaurant (N-Z) License,PANDA EXPRESS #2886,209 E  IRELAND RD,RENEWED,ROSEMEAD,CA,91770,626-799-9898,2020,8231RESTZ2020
Public Parking Facility License,MEMORIAL HOSPITAL - BARTLETT GARAGE,"707 N Michigan St, South Bend, IN 46601",RENEWED,SOUTH BEND,IN,46601,574-647-1472,2021,PBP2021-005
Arborist License,A CUT ABOVE TREE SERVICE,"2430 Portage Rd, Niles, MI 49120",RENEWED,NILES,MI,49120,574-276-8355,2020,4815ARBOR2020
Peddlers and Canvassers License,Kalista Khadaran,616 Northgate Circle,INACTIVE,ROCHESTER,IN,46975,407-947-8816,2021,PDL2021-010
Lawn Parking License,1210 N. GARLAND ST.,1210 N. GARLAND ST.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-035
Automotive Repair License,ART & JERRY'S AUTO SERVICE,1402   PRAIRIE AVE,RENEWED,SOUTH BEND,IN,46613,574-289-2828,2020,542AUTO2020
Automotive Repair License,FLOYD'S BODY SHOP,3105 W  SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-287-4945,2020,1595AUTO2020
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S MICHIGAN ST,INACTIVE,SOUTH BEND,IN,46613,NA,2021,TXV2021-005
Peddlers and Canvassers License,JANICE L ELLIS,2122   PROSPECT ST,RENEWED,SOUTH BEND,IN,46613,574-302-4893,2020,PDL2020-002
Secondhand Store License,BOAZ USED MERCHANDISE LLC,1626 S  MAIN ST,RENEWED,SOUTH BEND,IN,46613,574-386-4422,2020,8334SECOND2020
Alarm Agent License,AVANT GUARD MONITORING CENTERS,4699 Harrison Blvd,RENEWED,OGDEN,UT,84403,801-781-6163,2021,ALR2021-022
Restaurant (A-M) License,ALLIE'S CAFE & CATERING,2323 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-232-9520,2023,RST2023-321
Restaurant (N-Z) License,NUNER FINE ARTS ACADEMY,2716 PLEASANT ST,EXPIRED,SOUTH BEND,IN,46615,574-393-2614,2022,RST2022-465
Automotive Repair License,KRAFT TIRE SERVICE,720 W  INDIANA AVE,RENEWED,SOUTH BEND,IN,46613,574-234-1242,2020,1597AUTO2020
Restaurant (A-M) License,LA SONORITA,3622 EDISON RD 500,ACTIVE,SOUTH BEND,IN,46615,574-387-5787,2023,RST2023-323
Restaurant (A-M) License,LA TAQUERIA CHICAGO,2920 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-234-6775,2023,RST2023-260
Scrap Metal Dealer License,M & M CORE LLC,3109 S GERTRUDE ST,RENEWED,SOUTH BEND,IN,46614,517-617-8946,2021,SCR2021-011
Restaurant (N-Z) License,THE ORIGINAL PANCAKE HOUSE,1430 N  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46635,574-232-3220,2020,929RESTZ2020
Public Parking Facility License,Memorial Hospital of South Bend / Beacon Health System,"707 N MICHIGAN ST, SOUTH BEND, IN, 466011067",ACTIVE,SOUTH BEND,IN,46601,574-647-1471,2023,PBP2023-002
Restaurant (N-Z) License,TARGET STORE T-1902,1400 E  IRELAND RD,RENEWED,MINNEAPOLIS,MN,55440-9471,574-299-1402,2020,1301RESTZ2020
Secondhand Store License,BOAZ USED MERCHANDISE LLC,1626 S MAIN ST,RENEWED,SOUTH BEND,IN,46613,574-386-4422,2021,SHN2021-008
Restaurant (A-M) License,LOS ASES MEXICAN FOOD LLC,3622 EDISON RD,READY2ISSU,SOUTH BEND,IN,46615,574-383-5546,2023,RST2023-384
Restaurant (N-Z) License,TACO BELL,231 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-9550,2022,RST2022-360
Restaurant (N-Z) License,WINGS ETC.,2455 W CLEVELAND RD,RENEWED,SOUTH BEND,IN,46628,574-277-9464,2021,RST2021-220
Public Parking Facility License,EPISCOPAL CATHEDRAL OF ST JAME,117 N LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46601,574-232-4837,2022,PBP2022-002
Restaurant (A-M) License,BORDER'S DAIRY QUEEN,1847 LINCOLN WAY E,RENEWED,SOUTH BEND,IN,46613,574-287-3952,2022,RST2022-032
Massage Establishment License,NEW YOU OASIS LLC,910 E  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-222-2244,2020,8468MSGEST2020
Automotive Repair License,DRIVE & SHINE INC,4340 S IRONWOOD DR,RENEWED,SOUTH BEND,IN,46614,574-277-8877,2022,AUT2022-061
Restaurant (N-Z) License,NAVARRE AT THE BRICK,1145 NORTHSIDE BLVD,RENEWED,SOUTH BEND,IN,46615,574-347-4460,2022,RST2022-302
Restaurant (N-Z) License,STUDIO RUMBA 305,1116 S  MAIN ST,RENEWED,SOUTH BEND,IN,46628,574-217-6507,2020,3678RESTZ2020
Restaurant (N-Z) License,PIZZA HUT #34126,2017 SOUTH BEND AVE,RENEWED,RALEIGH,NC,27658,574-273-9944,2020,8226RESTZ2020
Arborist License,TLC TREE REMOVAL,"P.O. BOX 1332, SOUTH BEND, IN 46624",RENEWED,SOUTH BEND,IN,46624,574-291-0233,2020,586ARBOR2020
Restaurant (A-M) License,COFFEE AND TEA THYME,1105 NORTHSIDE BLVD,RENEWED,South Bend,IN,46615,260-750-0333,2021,RST2021-060
Lawn Parking License,1919 EDISON RD.,1919 EDISON RD.,EXPIRED,SOUTH BEND,IN,46637,NA,2022,LWN2022-043
Restaurant (N-Z) License,TOSSED TO GO,2022 SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,513-227-2359,2020,RST2020-065
Tattoo/Body Piercing Est License,RUST BELT STUDIO,1302 HIGH ST,EXPIRED,SOUTH BEND,IN,46601,574-282-8112,2022,TAE2022-003
Massage Therapist License,NATALIE KAY HARLING,24725 Trunk Trl,EXPIRED,SOUTH BEND,IN,46619,574-229-1505,2021,MST2021-007
Peddlers and Canvassers License,ALDER HOLDINGS INC.,"450 N. 1500 W. OREM, UT  84057",INACTIVE,OREM,UT,84057,385-218-2754,2021,PDL2021-015
Alarm Agent License,MICHIGAN MONITORING SERVICE,2681 Industrial Row Dr,RENEWED,TROY,MI,48084,248-559-5636,2021,ALR2021-017
Restaurant (N-Z) License,Texas Roadhouse,"4635 S MICHIGAN ST, SOUTH BEND, IN, 46614",RENEWED,South Bend,IN,46614,502-426-9984,2021,RST2021-115
Restaurant (A-M) License,L Street Kitchen INC,"131 S LAFAYETTE BLVD, SOUTH BEND, IN, 46601",ACTIVE,SOUTH BEND,IN,46601,574-347-4434,2023,RST2023-079
Alarm Agent License,CV Technology llc,"54425 LONGWOOD DR, SOUTH BEND, 46628",RENEWED,South Bend,IN,46628,574-855-4366,2021,ALR2021-054
Restaurant (N-Z) License,WHISTLE STOP ICE CREAM SHOP,401 E COLFAX AVE,RENEWED,SOUTH BEND,IN,46617,574-343-4622,2021,RST2021-424
Restaurant (A-M) License,MEIJER STORE #120,3600 Portage Rd,RENEWED,GRAND RAPIDS,MI,49544,616-735-8112,2020,1594RESTAM2020
Restaurant (N-Z) License,SUBWAY / GOPAL NANDA INC.,135 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-8306,2022,RST2022-057
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXV2022-019
Restaurant (A-M) License,Fatbird,"103 W COLFAX AVE, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,5743835708,2022,RST2022-105
Arborist License,ENVIROVISION INC.,3205 BREMEN HWY.,RENEWED,MISHAWAKA,IN,46544,574-259-4357,2022,ARB2022-004
Public Parking Facility License,Memorial Hospital of South Bend / Beacon Health System,"100 W NAVARRE ST, SOUTH BEND, 46601",ACTIVE,SOUTH BEND,IN,46601,574-647-1471,2023,PBP2023-001
Arborist License,"WHISPERING PINES LAWN CARE, LLC","16803 LAYTON RD,  SOUTH BEND,  46614",EXPIRED,SOUTH BEND,IN,46614,574-286-7113,2020,ARB2020-005
Donation Box License,BETTER WORLD BOOKS,"1004 N EDDY ST,  SOUTH BEND,  46617",RENEWED,MISHAWAKA,IN,46545,888-570-7103,2020,6590DBAC2020
Restaurant (A-M) License,THE LANDING CATERING,2801 S MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46614,574-299-9126,2023,RST2023-035
Restaurant (A-M) License,DUNKIN DONUTS,4336 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-387-4949,2021,RST2021-381
Restaurant (N-Z) License,"Southhold, LLC",121 S Dr MLK Jr Blvd,EXPIRED,South Bend,IN,46601,574-237-7777,2023,RST2023-132
Mobile Food Vendor (N-Z) 1 Year License,"Rulli's Italian Restaurant, Inc.",851 US Highway 20,RENEWED,Middlebury,IN,46540,574-361-3682,2020,MFV2020-005
Alarm Agent License,General Emergency Monitoring,"8227 Northwest Blvd, Ste 270, Indianapolis, Indiana, 46278",INACTIVE,Indianapolis,IN,46278,317-925-8915,2021,ALR2021-053
Restaurant (N-Z) License,Rebel #880,1449 Mishawaka Ave.,RENEWED,South Bend,IN,46615,574-208-179,2022,RST2022-405
Restaurant (N-Z) License,TOM & LIN'S KITCHENETTE,2221 S MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46617,574-289-1513,2023,RST2023-073
Rubbish/Garbage Removal License,JUNK B GONE,1421 HILDRETH ST,RENEWED,SOUTH BEND,IN,46615,574-340-6241,2020,6224TRASH2020
Tattoo/Body Piercing Artist License,JOSHUA SETH SILVEUS,"325 S WEST ST,  MISHAWAKA,  46544",RENEWED,MISHAWAKA,IN,46544,574-850-3702,2020,TAA2020-003
Arborist License,DAVE TALBOOM LAWNCARE INC,26981 KLINE TRL,RENEWED,SOUTH BEND,IN,46614,574-234-4883,2021,ARB2021-009
Lawn Parking License,1323 WHITE OAK DR.,1323 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2022,LWN2022-011
Restaurant (A-M) License,LINEBACKER LOUNGE,1631   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46617,574-289-0186,2020,413RESTAM2020
Restaurant (A-M) License,FAITH BAPTIST CHURCH OF S.B.,1002 BLAINE AVE,RENEWED,South Bend,IN,46616,NA,2020,850RESTAM2020
Secondhand Store License,OXIAN'S HOME FURNISHINGS,1527 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46628,574-232-2227,2020,643SECOND2020
Hotel and Motel License,THE OLIVER INN,630 W WASHINGTON ST,ACTIVE,SOUTH BEND,IN,46601,574-232-4545,2023,HTM2023-009
Restaurant (N-Z) License,Style Inc. - dba No. 6,701 Portage Ave.,RENEWED,South Bend,IN,46616,574-302-2586,2021,RST2021-434
Automotive Repair License,Best One Tire & Service of South Bend,4411 QUALITY DR,ACTIVE,SOUTH BEND,IN,46628,574-257-7871,2023,AUT2023-013
Automotive Repair License,DRIVE & SHINE INC,4340 S IRONWOOD DR,ACTIVE,SOUTH BEND,IN,46614,574-277-8877,2023,AUT2023-061
Restaurant (N-Z) License,SOUTH BEND MAENNERCHOR CLUB INC.,1606 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-288-9343,2020,RST2020-037
Secondhand Store License,IDLE HOURS BOOKSHOP,212 S MICHIGAN ST,CLOSED,SOUTH BEND,IN,46601,574-234-3860,2022,SHN2022-009
Restaurant (N-Z) License,Embassy Suites - Traditions,"1140 E ANGELA BLVD, South Bend, IN, 46624",ACTIVE,South Bend,IN,46624,574-220-1036,2023,RST2023-130
Public Parking Facility License,"MARY COYNE INVESTMENTS, LLC",123 N MAIN ST,RENEWED,SOUTH BEND,IN,46601,216-857-0262,2021,PBP2021-006
Transient Merchant License,LEEPER PARK ART FAIR,Riverside Dr.,EXPIRED,SOUTH BEND,IN,46601,571-435-6217,2022,TRM2022-005
Restaurant (N-Z) License,SMART NUTRITION FOR LIFE,1643 EDISON RD,RENEWED,SOUTH BEND,IN,46637,574-300-3302,2022,RST2022-515
Arborist License,HIGHER GROUND TREE CARE LLC,"12586 HEATHER PARK DR,  GRANGER,  46530",RENEWED,GRANGER,IN,46530,574-276-6359,2020,7146ARBOR2020
Automotive Repair License,Smittys Muffler and Brake,2925 MCKINLEY AVE,READY2ISSU,South Bend,IN,46615,574-237-1963,2023,AUT2023-005
Restaurant (A-M) License,ALOFT - REFUEL AND WXYZ BAR,111 N MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-288-8000,2020,8105RESTAM2020
Restaurant (A-M) License,THE COFFEE SPOT,3201 SUGAR MAPLE BUSINESS CT,RENEWED,SOUTH BEND,IN,46628,574-288-0398,2022,RST2022-063
Automotive Repair License,WALMART #2680,3701 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46628,574-243-4915,2021,AUT2021-019
Donation Box License,GOODWILL INDUSTRIES OF MICHIAN,1805 W  WESTERN AVE,INACTIVE,SOUTH BEND,IN,46619,574-472-7300,2020,6655DBAC2020
Arborist License,"KC TREE, INC",8913 E US Highway 20,RENEWED,NEW CARLISLE,IN,46552,574-674-7722,2022,ARB2022-031
Secondhand Store License,GameStop #5544,"1290 E IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,SOUTH BEND,IN,46614,817-424-2000,2021,SHN2021-017
Restaurant (N-Z) License,CHOCOLATE CAFE' - STUDEBAGELS,"1801 E SOUTH BEND AV, SOUTH BEND, 46637",RENEWED,South Bend,IN,46619,574-233-2577,2020,RST2020-023
Restaurant (A-M) License,CHOCOLATE CAFE'- DTSB,"122 S MICHIGAN ST, SOUTH BEND, 46601",RENEWED,SOUTH BEND,IN,46601,574-233-2577,2022,RST2022-297
